DateTime, Price
2024-08-30 22:50:41,59282
2024-08-30 22:52:07,59282
2024-08-30 22:53:14,59282
2024-08-30 22:53:40,59282
2024-08-30 22:54:39,59272
2024-08-30 23:37:29,59165
